depth,event_id,event_type,latitude,longitude,magnitude,magnitude_type,originating_system,time
20.874,1049080,qu,65.1189,-16.29086,0.87,mlw,SIL picks,1648524125
6.466,1049081,qu,63.93494,-22.03154,1.56,mlw,SIL picks,1648524586
4.088,1049082,qu,63.8699,-22.3943,0.63,mlw,SIL picks,1648527324
0.038,1049489,qu,63.86502,-19.12515,0.08,mlw,SIL picks,1648528083
10.157,1049083,qu,64.3838,-17.54548,0.98,mlw,SIL picks,1648528199
4.164,1049093,qu,63.86161,-22.27594,0.65,mlw,SIL picks,1648528817
10.379,1049084,qu,64.38392,-17.54554,1.65,mlw,SIL picks,1648529271
10.115,1049086,qu,64.38487,-17.5434,0.87,mlw,SIL picks,1648529450
24.394,1049087,qu,65.07748,-16.65643,1.32,mlw,SIL picks,1648532700
6.137,1049092,qu,64.06871,-21.16522,1.75,mlw,SIL picks,1648532876
4.316,1049486,qu,63.81583,-22.75631,0.81,mlw,SIL picks,1648533566
4.48,1049094,qu,64.00816,-21.14815,0.75,mlw,SIL picks,1648534663
10.341,1049096,qu,66.28822,-18.61978,0.48,mlw,SIL picks,1648535334
0.135,1049097,qu,63.94445,-19.13927,0.7,mlw,SIL picks,1648535774
5.515,1049098,qu,63.92506,-21.9349,0.62,mlw,SIL picks,1648536718
3.216,1049099,qu,63.84544,-22.42173,0.6,mlw,SIL picks,1648537387
8.414,1049100,qu,63.93548,-21.45443,0.51,mlw,SIL picks,1648539489
10.62,1049102,qu,66.28921,-18.62186,0.65,mlw,SIL picks,1648542112
10.191,1049103,qu,66.28754,-18.61716,1.57,mlw,SIL picks,1648542270
10.005,1049104,qu,66.24391,-16.63927,0.39,mlw,SIL picks,1648544189
8.766,1049109,qu,66.28706,-18.61644,1.32,mlw,SIL picks,1648544684
10.667,1049107,qu,66.2865,-18.62403,1.0,mlw,SIL picks,1648544722
10.364,1049108,qu,66.28694,-18.62021,0.85,mlw,SIL picks,1648544785
7.867,1049110,qu,66.28669,-18.61197,1.39,mlw,SIL picks,1648544828
6.222,1049111,qu,66.28648,-18.60631,1.69,mlw,SIL picks,1648544917
8.14,1049112,qu,66.28717,-18.61625,0.73,mlw,SIL picks,1648545210
10.936,1049114,qu,66.28674,-18.61655,0.95,mlw,SIL picks,1648546046
5.587,1049115,qu,63.89973,-22.25928,0.84,mlw,SIL picks,1648546169
8.018,1049116,qu,66.28294,-18.61605,0.78,mlw,SIL picks,1648546517
10.303,1049117,qu,66.28564,-18.62284,0.9,mlw,SIL picks,1648547355
5.577,1049118,qu,64.06129,-21.17253,0.48,mlw,SIL picks,1648547435
11.109,1049119,qu,66.28601,-18.61737,2.27,mlw,SIL picks,1648548358
9.557,1049120,qu,66.28636,-18.61878,0.99,mlw,SIL picks,1648548726
8.893,1049123,qu,66.2886,-18.61597,0.67,mlw,SIL picks,1648548995
10.75,1049125,qu,66.28581,-18.61921,0.66,mlw,SIL picks,1648550265
4.812,1049127,qu,66.2605,-16.6133,0.76,mlw,SIL picks,1648550345
10.135,1049129,qu,66.28519,-18.60479,0.62,mlw,SIL picks,1648551596
4.391,1049131,qu,63.91032,-22.11641,1.22,mlw,SIL picks,1648554380
10.005,1049141,qu,66.5308,-17.4999,0.72,mlw,SIL picks,1648555479
10.005,1049132,qu,66.52715,-17.50882,0.88,mlw,SIL picks,1648555482
7.26,1049133,qu,66.21838,-18.2712,1.14,mlw,SIL picks,1648555783
5.608,1049173,qu,63.85605,-22.61782,0.77,mlw,SIL picks,1648556659
8.894,1049134,qu,64.50629,-17.84463,0.33,mlw,SIL picks,1648557664
10.741,1049135,qu,66.28447,-18.61832,0.87,mlw,SIL picks,1648561105
10.544,1049136,qu,66.28684,-18.62317,0.84,mlw,SIL picks,1648561368
2.017,1049137,qu,63.64716,-19.15658,0.89,mlw,SIL picks,1648562128
10.039,1049139,qu,66.28595,-18.61744,2.26,mlw,SIL picks,1648565438
10.224,1049140,qu,66.29079,-18.61012,0.49,mlw,SIL picks,1648566649
8.059,1049142,qu,66.28664,-18.61483,1.19,mlw,SIL picks,1648569158
2.563,1049143,qu,63.97561,-21.94697,1.68,mlw,SIL picks,1648570111
6.722,1049144,qu,64.03059,-21.21634,0.35,mlw,SIL picks,1648570363
4.804,1049146,qu,64.01749,-21.21864,0.19,mlw,SIL picks,1648570436
5.005,1049487,qu,64.50517,-17.85891,0.1,mlw,SIL picks,1648570980
7.191,1049148,qu,63.97129,-19.99261,1.06,mlw,SIL picks,1648572973
7.508,1049154,qu,63.9915,-19.99927,1.24,mlw,SIL picks,1648576393
7.299,1049151,qu,63.98848,-19.98107,0.86,mlw,SIL picks,1648578591
5.536,1049152,qu,63.8975,-22.25377,0.48,mlw,SIL picks,1648579331
8.116,1049153,qu,66.21988,-17.75197,1.3,mlw,SIL picks,1648579416
0.099,1049156,qu,64.71888,-21.38644,1.6,mlw,SIL picks,1648580133
6.468,1049157,qu,63.87431,-22.30774,0.53,mlw,SIL picks,1648585746
4.63,1049159,qu,63.93233,-22.05278,0.39,mlw,SIL picks,1648587566
5.379,1049161,qu,63.93228,-22.01765,0.99,mlw,SIL picks,1648587927
0.85,1049162,qu,63.91922,-21.92108,0.22,mlw,SIL picks,1648588341
9.766,1049174,qu,63.92175,-21.91788,0.35,mlw,SIL picks,1648588366
5.582,1049163,qu,63.89911,-22.26416,0.73,mlw,SIL picks,1648590669
10.63,1049164,qu,66.62296,-17.88379,1.23,mlw,SIL picks,1648591962
5.893,1049165,qu,63.84286,-22.69079,0.56,mlw,SIL picks,1648592077
7.63,1049167,qu,65.17304,-16.40765,0.71,mlw,SIL picks,1648592388
4.823,1049168,qu,63.91533,-22.10254,0.99,mlw,SIL picks,1648592898
4.657,1049169,qu,63.838,-22.6592,0.19,mlw,SIL picks,1648594171
4.93,1049171,qu,63.84628,-22.63065,0.72,mlw,SIL picks,1648595392
4.827,1049175,qu,63.84111,-22.64266,0.46,mlw,SIL picks,1648595616
5.386,1049176,qu,63.84216,-22.62619,1.42,mlw,SIL picks,1648595643
4.628,1049177,qu,63.84538,-22.63474,0.84,mlw,SIL picks,1648595677
7.758,1049262,qu,63.92556,-22.05106,0.36,mlw,SIL picks,1648600204
8.145,1049180,qu,66.28615,-16.81011,0.37,mlw,SIL picks,1648601323
10.207,1049181,qu,66.59904,-17.90256,1.07,mlw,SIL picks,1648603419
10.131,1049491,qu,64.09796,-21.40406,0.59,mlw,SIL picks,1648604795
0.948,1049183,qu,64.49205,-17.62717,0.82,mlw,SIL picks,1648605071
0.016,1049184,qu,64.4797,-17.31612,0.13,mlw,SIL picks,1648605643
5.65,1049192,qu,63.93082,-22.04108,0.39,mlw,SIL picks,1648606165
8.391,1049185,qu,63.96368,-20.82385,0.82,mlw,SIL picks,1648607226
10.349,1049186,qu,66.60784,-17.9029,1.13,mlw,SIL picks,1648608201
10.005,1049188,qu,66.60895,-17.88852,1.45,mlw,SIL picks,1648610543
4.889,1049223,qu,63.83153,-22.72956,0.5,mlw,SIL picks,1648612503
5.602,1049190,qu,65.20309,-16.39153,1.07,mlw,SIL picks,1648613460
10.005,1049195,qu,66.62945,-17.88054,1.21,mlw,SIL picks,1648614838
10.292,1049196,qu,66.61951,-17.87889,0.71,mlw,SIL picks,1648615681
10.106,1049198,qu,66.61008,-17.89569,0.95,mlw,SIL picks,1648616276
8.665,1049202,qu,66.61652,-17.86165,1.38,mlw,SIL picks,1648619762
10.11,1049205,qu,66.62321,-17.89127,1.1,mlw,SIL picks,1648621270
5.331,1049206,qu,63.99701,-20.7025,0.72,mlw,SIL picks,1648622829
5.223,1049207,qu,63.90661,-22.11821,0.34,mlw,SIL picks,1648622989
9.076,1049208,qu,66.62171,-17.87794,0.99,mlw,SIL picks,1648623848
14.994,1049209,qu,66.05359,-18.91387,1.36,mlw,SIL picks,1648623971
4.446,1049210,qu,63.87984,-22.39424,0.51,mlw,SIL picks,1648630182
5.712,1049211,qu,63.92719,-21.99802,0.55,mlw,SIL picks,1648631814
5.717,1049212,qu,66.25513,-16.7363,0.37,mlw,SIL picks,1648632215
7.409,1049213,qu,63.98552,-19.99792,0.66,mlw,SIL picks,1648633414
4.863,1049216,qu,64.01576,-21.35201,0.57,mlw,SIL picks,1648638320
0.056,1049215,qu,63.96966,-21.0429,0.5,mlw,SIL picks,1648638357
4.226,1049218,qu,64.01646,-21.35499,1.17,mlw,SIL picks,1648639615
4.482,1049219,qu,64.0164,-21.35575,1.3,mlw,SIL picks,1648639842
3.626,1049220,qu,64.01628,-21.34233,0.11,mlw,SIL picks,1648640034
6.745,1049221,qu,63.85696,-22.35248,0.16,mlw,SIL picks,1648641864
6.091,1049222,qu,63.84893,-22.67358,0.91,mlw,SIL picks,1648642556
8.187,1049226,qu,66.60397,-17.87336,1.3,mlw,SIL picks,1648642667
10.885,1049228,qu,66.61942,-17.90281,0.85,mlw,SIL picks,1648645159
6.432,1049267,qu,65.72428,-16.81974,0.25,mlw,SIL picks,1648648272
10.336,1049231,qu,66.59412,-19.03455,1.65,mlw,SIL picks,1648649432
5.59,1049232,qu,63.91878,-21.9228,0.48,mlw,SIL picks,1648649924
0.074,1049233,qu,66.57417,-17.77229,1.28,mlw,SIL picks,1648649951
7.075,1049234,qu,66.59462,-17.85421,1.15,mlw,SIL picks,1648650396
0.047,1049235,qu,63.85585,-22.45511,0.82,mlw,SIL picks,1648651567
4.118,1049261,qu,63.89749,-22.04815,0.25,mlw,SIL picks,1648654409
8.404,1049240,qu,66.60348,-17.86012,1.06,mlw,SIL picks,1648656983
8.032,1049241,qu,66.59779,-17.86456,1.51,mlw,SIL picks,1648657096
10.005,1049242,qu,66.61102,-17.88479,0.88,mlw,SIL picks,1648658572
10.005,1049243,qu,66.52038,-17.61066,0.61,mlw,SIL picks,1648659645
9.819,1049244,qu,66.61284,-17.87519,0.96,mlw,SIL picks,1648660138
6.587,1049246,qu,66.62317,-17.84659,0.78,mlw,SIL picks,1648660364
9.375,1049248,qu,66.6215,-17.8746,1.23,mlw,SIL picks,1648661757
0.135,1049492,qu,64.01017,-21.42503,0.16,mlw,SIL picks,1648663898
1.466,1049251,qu,65.70258,-16.75385,0.18,mlw,SIL picks,1648665065
10.005,1049253,qu,66.61275,-17.89451,1.35,mlw,SIL picks,1648667546
8.022,1049254,qu,66.59171,-17.8702,1.47,mlw,SIL picks,1648667612
8.63,1049255,qu,66.61549,-17.85713,1.11,mlw,SIL picks,1648667983
8.625,1049257,qu,66.20781,-18.54017,1.0,mlw,SIL picks,1648669208
9.62,1049259,qu,66.61062,-17.87977,1.4,mlw,SIL picks,1648670919
4.791,1049263,qu,63.91254,-22.044,1.42,mlw,SIL picks,1648674810
3.041,1049264,qu,64.05185,-21.17088,0.55,mlw,SIL picks,1648674967
8.646,1049266,qu,64.50437,-17.59217,0.97,mlw,SIL picks,1648675843
0.011,1049268,qu,65.70497,-16.78887,0.26,mlw,SIL picks,1648676548
4.02,1049269,qu,65.64767,-16.88535,0.17,mlw,SIL picks,1648678163
9.604,1049271,qu,66.60898,-17.87559,1.23,mlw,SIL picks,1648678828
3.086,1049272,qu,65.12708,-16.32408,0.45,mlw,SIL picks,1648679070
9.325,1049273,qu,66.61233,-17.87555,1.51,mlw,SIL picks,1648680044
10.862,1049274,qu,66.62506,-17.87644,1.07,mlw,SIL picks,1648681483
4.906,1049275,qu,66.29036,-16.74933,0.29,mlw,SIL picks,1648683256
9.697,1049276,qu,66.60852,-17.87132,1.23,mlw,SIL picks,1648683860
0.039,1049277,qu,63.59636,-19.07456,1.16,mlw,SIL picks,1648684230
10.373,1049278,qu,66.62782,-17.88349,0.9,mlw,SIL picks,1648684707
4.358,1049279,qu,64.05039,-21.26225,0.13,mlw,SIL picks,1648685450
4.607,1049280,qu,64.05516,-21.39573,0.53,mlw,SIL picks,1648693839
13.772,1049284,qu,65.07559,-16.39805,0.51,mlw,SIL picks,1648695694
7.232,1049283,qu,63.89864,-22.21824,0.24,mlw,SIL picks,1648695941
1.455,1049286,qu,66.21081,-18.54177,0.52,mlw,SIL picks,1648696331
3.206,1049287,qu,66.21788,-18.55554,0.56,mlw,SIL picks,1648698579
5.287,1049289,qu,64.05588,-21.34668,0.0,mlw,SIL picks,1648700528
5.345,1049292,qu,63.93828,-22.02998,0.51,mlw,SIL picks,1648701357
3.662,1049293,qu,64.05125,-21.39308,0.01,mlw,SIL picks,1648702849
5.77,1049294,qu,63.883,-22.23868,0.11,mlw,SIL picks,1648705766
2.267,1049295,qu,63.91224,-20.35906,0.98,mlw,SIL picks,1648706775
7.864,1049297,qu,63.97292,-21.55359,0.67,mlw,SIL picks,1648707835
3.424,1049298,qu,63.88172,-22.28656,0.72,mlw,SIL picks,1648707973
0.098,1049299,qu,64.66004,-17.13015,0.12,mlw,SIL picks,1648708600
5.167,1049301,qu,66.25654,-16.72601,0.28,mlw,SIL picks,1648708955
20.621,1049305,qu,64.59456,-17.18555,0.36,mlw,SIL picks,1648709525
1.144,1049303,qu,64.63606,-17.12471,0.25,mlw,SIL picks,1648709543
19.756,1049306,qu,64.58672,-17.21294,0.61,mlw,SIL picks,1648709577
6.183,1049307,qu,63.90203,-22.26044,0.58,mlw,SIL picks,1648710458
4.754,1049308,qu,66.2187,-18.56147,0.64,mlw,SIL picks,1648710799
0.362,1049309,qu,63.61329,-19.05183,0.64,mlw,SIL picks,1648712556
4.533,1049311,qu,63.88369,-22.39878,0.18,mlw,SIL picks,1648712677
0.085,1049310,qu,63.61112,-19.05554,0.88,mlw,SIL picks,1648712810
4.484,1049312,qu,63.87389,-22.37658,0.83,mlw,SIL picks,1648714576
3.575,1049313,qu,63.93335,-22.00108,0.06,mlw,SIL picks,1648715141
5.715,1049314,qu,63.87404,-22.30698,0.2,mlw,SIL picks,1648715293
5.918,1049315,qu,63.93319,-22.00721,0.16,mlw,SIL picks,1648715366
0.135,1049501,qu,63.60019,-19.76191,0.48,mlw,SIL picks,1648715788
8.417,1049316,qu,63.94284,-21.14585,0.17,mlw,SIL picks,1648717253
10.005,1049319,qu,66.24774,-16.71432,0.08,mlw,SIL picks,1648719207
3.976,1049318,qu,63.88596,-22.40657,0.41,mlw,SIL picks,1648719250
5.788,1049320,qu,64.07772,-21.42915,0.42,mlw,SIL picks,1648719682
6.927,1049340,qu,63.79203,-22.71686,1.04,mlw,SIL picks,1648719778
5.943,1049334,qu,63.90575,-22.265,0.35,mlw,SIL picks,1648723098
3.671,1049323,qu,63.89112,-22.4093,0.0,mlw,SIL picks,1648723290
7.097,1049337,qu,63.86403,-22.34283,0.1,mlw,SIL picks,1648729191
6.433,1049341,qu,66.06233,-16.65851,0.77,mlw,SIL picks,1648731360
5.677,1049499,qu,66.06457,-16.66639,0.24,mlw,SIL picks,1648731742
4.767,1049342,qu,64.30149,-17.10932,0.83,mlw,SIL picks,1648732704
7.033,1049343,qu,64.01624,-21.52782,0.27,mlw,SIL picks,1648733023
9.537,1049362,qu,63.93232,-21.25154,0.89,mlw,SIL picks,1648745774
11.454,1049363,qu,63.94178,-20.96235,0.8,mlw,SIL picks,1648746942
4.719,1049375,qu,63.87711,-22.37297,0.45,mlw,SIL picks,1648747123
6.229,1049365,qu,64.48568,-17.76945,0.46,mlw,SIL picks,1648747761
7.373,1049367,qu,66.21376,-18.55786,0.92,mlw,SIL picks,1648750214
6.245,1049370,qu,63.83912,-22.60729,0.27,mlw,SIL picks,1648752164
5.539,1049368,qu,63.85603,-22.65635,0.47,mlw,SIL picks,1648752806
4.465,1049369,qu,63.84832,-22.5934,0.85,mlw,SIL picks,1648757048
5.925,1049372,qu,63.90364,-22.26759,0.23,mlw,SIL picks,1648758247
2.126,1049374,qu,64.25101,-18.47306,0.3,mlw,SIL picks,1648759941
0.135,1049497,qu,64.41686,-17.21635,0.26,mlw,SIL picks,1648760285
3.826,1049377,qu,63.80381,-22.76343,1.24,mlw,SIL picks,1648763745
3.982,1049380,qu,63.83688,-22.46916,0.31,mlw,SIL picks,1648771932
6.281,1049381,qu,63.90392,-22.25511,0.35,mlw,SIL picks,1648772847
6.199,1049382,qu,63.85859,-22.6029,1.38,mlw,SIL picks,1648773767
5.995,1049383,qu,64.02634,-21.20689,0.08,mlw,SIL picks,1648774782
6.236,1049421,qu,63.88774,-22.23539,0.32,mlw,SIL picks,1648776003
5.751,1049443,qu,63.88836,-22.23511,0.12,mlw,SIL picks,1648776792
3.321,1049384,qu,63.67033,-19.1426,1.11,mlw,SIL picks,1648779445
9.124,1049386,qu,66.24809,-16.73973,1.47,mlw,SIL picks,1648783368
8.032,1049387,qu,63.98089,-20.35344,0.82,mlw,SIL picks,1648783566
6.479,1049388,qu,63.85865,-22.60881,0.69,mlw,SIL picks,1648783869
5.542,1049389,qu,63.85607,-22.58003,0.78,mlw,SIL picks,1648784016
9.79,1049390,qu,63.95292,-21.69964,0.17,mlw,SIL picks,1648784368
5.231,1049391,qu,64.15851,-21.27861,1.12,mlw,SIL picks,1648784614
4.779,1049395,qu,63.86118,-22.56999,0.25,mlw,SIL picks,1648789352
5.56,1049396,qu,63.85828,-22.59852,0.09,mlw,SIL picks,1648790223
3.929,1049397,qu,63.8574,-22.56838,0.21,mlw,SIL picks,1648791234
5.33,1049398,qu,63.9067,-22.04693,0.45,mlw,SIL picks,1648792662
3.412,1049399,qu,63.89644,-22.07411,0.54,mlw,SIL picks,1648794547
0.142,1052110,qu,64.41169,-17.26999,0.17,mlw,SIL picks,1648797089
3.62,1049400,qu,63.89136,-22.29187,0.15,mlw,SIL picks,1648798319
5.701,1049402,qu,64.06593,-21.21533,1.18,mlw,SIL picks,1648799319
0.042,1049403,qu,64.62307,-17.4735,0.75,mlw,SIL picks,1648805077
4.682,1049404,qu,63.87682,-22.38607,0.45,mlw,SIL picks,1648807970
19.021,1049406,qu,64.79018,-21.87863,2.36,mlw,SIL picks,1648809463
10.005,1049407,qu,66.2866,-18.69275,0.61,mlw,SIL picks,1648810140
4.242,1049408,qu,63.83257,-22.489,0.54,mlw,SIL picks,1648810357
3.331,1049411,qu,63.86517,-22.38764,0.43,mlw,SIL picks,1648814406
4.114,1049412,qu,63.86393,-22.39192,0.42,mlw,SIL picks,1648814552
5.904,1049413,qu,63.88553,-22.37019,0.02,mlw,SIL picks,1648815535
5.806,1049415,qu,63.92945,-22.1679,0.76,mlw,SIL picks,1648816638
4.79,1052112,qu,64.2384,-16.36182,0.04,mlw,SIL picks,1648821664
0.707,1049417,qu,64.23491,-16.33983,0.45,mlw,SIL picks,1648823641
7.064,1049418,qu,63.87101,-22.4056,0.21,mlw,SIL picks,1648825245
3.824,1049420,qu,63.87631,-22.40451,0.4,mlw,SIL picks,1648825331
7.109,1049422,qu,63.89434,-22.27368,0.28,mlw,SIL picks,1648825505
2.173,1049423,qu,65.73772,-16.79735,0.75,mlw,SIL picks,1648826091
3.172,1049425,qu,63.88046,-22.41064,0.18,mlw,SIL picks,1648827204
9.079,1049427,qu,66.60447,-17.87714,2.14,mlw,SIL picks,1648830056
2.728,1052111,qu,64.40444,-17.27636,0.36,mlw,SIL picks,1648831777
6.546,1049430,qu,63.91076,-22.2379,0.12,mlw,SIL picks,1648833447
4.48,1049431,qu,63.87389,-22.40429,0.29,mlw,SIL picks,1648833758
5.453,1049451,qu,63.93961,-22.02459,0.63,mlw,SIL picks,1648837730
6.443,1049437,qu,63.84411,-22.59606,0.06,mlw,SIL picks,1648839670
6.173,1049438,qu,63.85321,-22.61436,0.1,mlw,SIL picks,1648839704
7.918,1049439,qu,65.13602,-16.32882,0.7,mlw,SIL picks,1648840008
1.144,1049444,qu,63.85007,-22.38543,0.25,mlw,SIL picks,1648844335
5.612,1049446,qu,63.85547,-22.616,0.1,mlw,SIL picks,1648845695
4.689,1049447,qu,64.02961,-20.1332,1.33,mlw,SIL picks,1648847920
1.144,1049448,qu,63.61802,-19.26277,0.04,mlw,SIL picks,1648848131
4.623,1049449,qu,63.88922,-22.37492,0.16,mlw,SIL picks,1648849311
4.525,1049453,qu,65.86764,-16.98134,1.38,mlw,SIL picks,1648849849
4.354,1049457,qu,65.86631,-16.98011,0.0,mlw,SIL picks,1648854629
6.064,1049459,qu,66.27201,-16.79239,0.32,mlw,SIL picks,1648857403
10.005,1049460,qu,63.3686,-24.02159,2.13,mlw,SIL picks,1648858384
5.848,1049461,qu,64.0501,-21.25122,0.89,mlw,SIL picks,1648858937
6.414,1049463,qu,63.3882,-24.05679,2.57,mlw,SIL picks,1648859061
4.891,1049464,qu,63.95438,-22.06075,0.46,mlw,SIL picks,1648859481
5.791,1049466,qu,63.95944,-22.05966,0.73,mlw,SIL picks,1648859628
4.491,1049468,qu,65.86584,-16.98312,0.21,mlw,SIL picks,1648860117
4.863,1049469,qu,64.49036,-17.46516,0.27,mlw,SIL picks,1648861064
3.642,1049470,qu,63.95026,-22.10835,0.03,mlw,SIL picks,1648862365
5.603,1049536,qu,63.84657,-22.60114,0.02,mlw,SIL picks,1648864703
5.921,1049473,qu,63.89721,-22.26229,0.39,mlw,SIL picks,1648867705
12.09,1049474,qu,63.52814,-23.60204,1.51,mlw,SIL picks,1648867804
5.175,1049475,qu,66.24873,-16.73944,0.11,mlw,SIL picks,1648870956
18.704,1049476,qu,64.5835,-17.23482,0.02,mlw,SIL picks,1648871883
22.72,1049478,qu,64.59123,-17.19984,0.16,mlw,SIL picks,1648871891
20.538,1049477,qu,64.59335,-17.17949,0.0,mlw,SIL picks,1648871949
20.302,1049479,qu,64.59075,-17.1934,0.13,mlw,SIL picks,1648871984
5.897,1049480,qu,63.86824,-22.31307,0.36,mlw,SIL picks,1648874204
5.98,1049481,qu,63.89219,-22.23952,0.61,mlw,SIL picks,1648878406
10.333,1049482,qu,63.38442,-24.03833,2.49,mlw,SIL picks,1648880604
5.963,1049483,qu,63.89138,-22.23185,0.91,mlw,SIL picks,1648880671
9.842,1049485,qu,63.88662,-22.22866,0.37,mlw,SIL picks,1648885179
0.555,1049511,qu,63.99667,-20.53614,1.7,mlw,SIL picks,1648892611
3.961,1049585,qu,66.25072,-16.74284,0.24,mlw,SIL picks,1648892893
4.991,1049493,qu,63.93264,-22.03893,0.56,mlw,SIL picks,1648894405
8.324,1049494,qu,66.21053,-17.63565,0.73,mlw,SIL picks,1648894808
5.677,1049495,qu,63.95009,-22.08544,0.25,mlw,SIL picks,1648895069
7.51,1049496,qu,66.21098,-17.64057,0.67,mlw,SIL picks,1648895087
10.279,1049502,qu,66.20388,-17.61802,0.29,mlw,SIL picks,1648895620
7.293,1049504,qu,66.21397,-17.63697,0.62,mlw,SIL picks,1648897219
8.802,1049515,qu,66.19859,-17.62646,0.16,mlw,SIL picks,1648897891
11.155,1049586,qu,65.83585,-16.9357,0.69,mlw,SIL picks,1648898675
3.522,1049508,qu,66.24286,-16.73595,0.02,mlw,SIL picks,1648898976
6.873,1049509,qu,66.21184,-17.64215,0.51,mlw,SIL picks,1648899161
10.857,1049510,qu,66.19978,-17.63689,0.22,mlw,SIL picks,1648899688
3.447,1049512,qu,63.85284,-22.40027,0.41,mlw,SIL picks,1648903578
9.317,1049513,qu,66.21156,-17.63221,0.46,mlw,SIL picks,1648903847
10.871,1049514,qu,66.20631,-17.66669,0.69,mlw,SIL picks,1648904550
8.004,1049516,qu,66.21068,-17.64089,0.59,mlw,SIL picks,1648904752
6.832,1049517,qu,64.0144,-21.5978,0.18,mlw,SIL picks,1648908116
4.79,1049584,qu,64.43662,-17.33585,0.33,mlw,SIL picks,1648911540
8.878,1049518,qu,66.21218,-17.63598,0.62,mlw,SIL picks,1648913365
8.089,1049520,qu,66.20953,-17.63621,0.77,mlw,SIL picks,1648913668
4.026,1049521,qu,63.89366,-22.54039,0.47,mlw,SIL picks,1648913920
4.302,1049522,qu,63.8962,-22.54086,1.14,mlw,SIL picks,1648914239
5.66,1049524,qu,63.92379,-21.93733,0.3,mlw,SIL picks,1648914966
6.698,1049534,qu,63.83533,-22.63421,0.47,mlw,SIL picks,1648915737
6.79,1049525,qu,66.21125,-17.64195,0.74,mlw,SIL picks,1648915864
12.118,1049528,qu,66.41758,-17.20931,0.78,mlw,SIL picks,1648917269
5.8,1049535,qu,63.84639,-22.6469,0.36,mlw,SIL picks,1648917455
9.052,1049530,qu,66.21069,-17.64113,1.62,mlw,SIL picks,1648917968
8.592,1049531,qu,66.21008,-17.64047,1.11,mlw,SIL picks,1648919169
6.65,1049533,qu,63.84274,-22.64342,0.54,mlw,SIL picks,1648919893
8.148,1049537,qu,66.2106,-17.64191,0.86,mlw,SIL picks,1648921265
4.183,1049538,qu,63.82403,-22.76538,0.7,mlw,SIL picks,1648921510
4.452,1049540,qu,63.87998,-22.37688,0.61,mlw,SIL picks,1648925541
4.515,1049546,qu,63.90873,-22.06139,1.29,mlw,SIL picks,1648926494
3.934,1049547,qu,66.28772,-16.74963,0.43,mlw,SIL picks,1648927948
4.261,1049548,qu,63.90715,-22.06598,0.23,mlw,SIL picks,1648929720
4.021,1049549,qu,63.86432,-22.53866,0.79,mlw,SIL picks,1648929915
3.388,1049587,qu,64.40969,-17.45541,0.14,mlw,SIL picks,1648934464
1.341,1049551,qu,64.01848,-21.20297,0.21,mlw,SIL picks,1648936478
8.02,1049552,qu,63.92154,-20.8067,1.92,mlw,SIL picks,1648936752
4.8,1049553,qu,63.90642,-22.05783,0.24,mlw,SIL picks,1648938749
3.537,1049554,qu,64.00138,-21.17511,0.16,mlw,SIL picks,1648939339
5.848,1049555,qu,63.99832,-21.18344,0.43,mlw,SIL picks,1648939361
6.289,1049556,qu,63.84262,-22.64957,0.63,mlw,SIL picks,1648939456
3.116,1049558,qu,65.71809,-16.77656,0.93,mlw,SIL picks,1648942285
8.493,1049559,qu,66.07816,-16.63488,0.19,mlw,SIL picks,1648943685
5.204,1049561,qu,63.83806,-22.73079,1.49,mlw,SIL picks,1648946427
12.396,1049562,qu,63.90305,-22.2397,0.21,mlw,SIL picks,1648948992
7.609,1049599,qu,63.89316,-22.226,0.45,mlw,SIL picks,1648949152
1.144,1049565,qu,63.88557,-22.36837,0.06,mlw,SIL picks,1648955849
7.107,1049564,qu,63.92171,-21.9078,1.06,mlw,SIL picks,1648955904
8.198,1049580,qu,63.92339,-21.9047,1.23,mlw,SIL picks,1648955905
7.105,1049566,qu,63.92287,-21.90951,0.71,mlw,SIL picks,1648955936
6.898,1049567,qu,63.92101,-21.91273,0.62,mlw,SIL picks,1648956000
7.093,1049568,qu,63.92228,-21.91466,0.59,mlw,SIL picks,1648956613
10.85,1049569,qu,63.8785,-22.3423,0.4,mlw,SIL picks,1648956930
5.923,1049571,qu,63.83759,-22.69775,0.53,mlw,SIL picks,1648957503
5.876,1049570,qu,63.90559,-22.26504,0.55,mlw,SIL picks,1648957544
6.674,1049619,qu,63.83752,-22.65021,0.28,mlw,SIL picks,1648960135
0.135,1049572,qu,63.58648,-19.77552,0.67,mlw,SIL picks,1648961512
9.79,1049574,qu,63.92002,-21.91849,0.51,mlw,SIL picks,1648963000
5.745,1049575,qu,63.88788,-22.23588,0.63,mlw,SIL picks,1648963158
6.224,1049576,qu,63.92308,-21.90974,0.4,mlw,SIL picks,1648964007
2.994,1049577,qu,64.40427,-17.28266,0.54,mlw,SIL picks,1648964158
6.093,1049578,qu,64.0619,-21.19058,0.9,mlw,SIL picks,1648966401
7.758,1049579,qu,66.24788,-16.74879,0.64,mlw,SIL picks,1648969445
1.36,1049581,qu,63.91899,-21.91788,0.11,mlw,SIL picks,1648974423
4.499,1049582,qu,63.87208,-22.37601,0.52,mlw,SIL picks,1648975460
4.215,1049583,qu,63.8722,-22.37719,0.44,mlw,SIL picks,1648976160
3.006,1049592,qu,63.86908,-22.37723,0.42,mlw,SIL picks,1648976557
3.734,1049593,qu,63.87173,-22.37733,0.27,mlw,SIL picks,1648976603
